millis,state,yaw_deg,pitch_deg,roll_deg,ax_G,ay_G,az_G,pressure_kPa,altitude_ft
13433,GROUND,138.856,-53.768,-166.256,-0.828,0.222,0.560,100.193,310.432
13436,GROUND,138.856,-53.768,-166.256,-0.828,0.222,0.560,100.193,310.432
13441,GROUND,138.887,-53.748,-166.265,-0.832,0.215,0.554,100.209,306.022
13444,GROUND,138.922,-53.729,-166.272,-0.833,0.200,0.543,100.204,307.400
13448,GROUND,138.956,-53.710,-166.278,-0.832,0.186,0.541,100.204,307.400
13454,GROUND,138.987,-53.694,-166.283,-0.829,0.169,0.539,100.216,304.099
13456,GROUND,138.987,-53.694,-166.283,-0.829,0.169,0.539,100.216,304.099
13459,GROUND,138.987,-53.694,-166.283,-0.829,0.169,0.539,100.216,304.099
13462,GROUND,138.987,-53.694,-166.283,-0.829,0.169,0.539,100.216,304.099
13467,GROUND,139.022,-53.674,-166.287,-0.827,0.137,0.545,100.220,302.998
13471,GROUND,139.024,-53.668,-166.289,-0.827,0.122,0.551,100.220,302.998
13474,GROUND,139.018,-53.663,-166.293,-0.821,0.104,0.563,100.209,306.022
13480,GROUND,139.004,-53.658,-166.303,-0.822,0.093,0.564,100.216,304.099
13483,GROUND,139.004,-53.658,-166.303,-0.822,0.093,0.564,100.216,304.099
13487,GROUND,139.004,-53.658,-166.303,-0.822,0.093,0.564,100.216,304.099
13490,GROUND,139.004,-53.658,-166.303,-0.822,0.093,0.564,100.216,304.099
13493,GROUND,139.004,-53.658,-166.303,-0.822,0.093,0.564,100.216,304.099
13496,GROUND,139.004,-53.658,-166.303,-0.822,0.093,0.564,100.216,304.099
13498,GROUND,139.004,-53.658,-166.303,-0.822,0.093,0.564,100.216,304.099
13504,GROUND,138.850,-53.682,-166.462,-0.827,0.092,0.590,100.209,306.022
13507,GROUND,138.829,-53.696,-166.482,-0.826,0.109,0.595,100.204,307.400
13513,GROUND,138.809,-53.707,-166.493,-0.811,0.129,0.587,100.209,306.022
13516,GROUND,138.798,-53.711,-166.503,-0.792,0.142,0.583,100.209,306.022
13522,GROUND,138.796,-53.713,-166.519,-0.799,0.154,0.573,100.209,306.022
13525,GROUND,138.796,-53.713,-166.519,-0.799,0.154,0.573,100.209,306.022
13531,GROUND,138.797,-53.711,-166.535,-0.798,0.165,0.566,100.209,306.022
13534,GROUND,138.802,-53.703,-166.548,-0.793,0.182,0.564,100.204,307.400
13542,GROUND,138.809,-53.685,-166.554,-0.772,0.206,0.550,100.204,307.400
13545,GROUND,138.809,-53.685,-166.554,-0.772,0.206,0.550,100.204,307.400
13547,GROUND,138.809,-53.685,-166.554,-0.772,0.206,0.550,100.204,307.400
13550,GROUND,138.809,-53.685,-166.554,-0.772,0.206,0.550,100.204,307.400
13552,GROUND,138.809,-53.685,-166.554,-0.772,0.206,0.550,100.204,307.400
13557,GROUND,138.875,-53.622,-166.553,-0.821,0.237,0.504,100.193,310.432
13560,GROUND,138.909,-53.607,-166.531,-0.816,0.243,0.490,100.193,310.432
13563,GROUND,138.957,-53.592,-166.511,-0.799,0.229,0.470,100.209,306.022
13566,GROUND,139.018,-53.589,-166.496,-0.842,0.210,0.475,100.204,307.400
13569,GROUND,139.086,-53.593,-166.479,-0.856,0.207,0.470,100.209,306.022
13572,GROUND,139.086,-53.593,-166.479,-0.856,0.207,0.470,100.209,306.022
13574,GROUND,139.086,-53.593,-166.479,-0.856,0.207,0.470,100.209,306.022
13577,GROUND,139.086,-53.593,-166.479,-0.856,0.207,0.470,100.209,306.022
13579,GROUND,139.086,-53.593,-166.479,-0.856,0.207,0.470,100.209,306.022
13583,GROUND,139.163,-53.597,-166.452,-0.822,0.211,0.472,100.204,307.400
13586,GROUND,139.250,-53.601,-166.418,-0.820,0.204,0.472,100.204,307.400
13589,GROUND,139.344,-53.605,-166.378,-0.824,0.186,0.478,100.220,302.998
13592,GROUND,139.440,-53.608,-166.334,-0.808,0.160,0.482,100.204,307.400
13595,GROUND,139.529,-53.609,-166.278,-0.807,0.143,0.484,100.209,306.022
13598,GROUND,139.529,-53.609,-166.278,-0.807,0.143,0.484,100.209,306.022
13601,GROUND,139.529,-53.609,-166.278,-0.807,0.143,0.484,100.209,306.022
13603,GROUND,139.529,-53.609,-166.278,-0.807,0.143,0.484,100.209,306.022
13606,GROUND,139.529,-53.609,-166.278,-0.807,0.143,0.484,100.209,306.022
13609,GROUND,139.602,-53.613,-166.208,-0.801,0.112,0.496,100.209,306.022
13612,GROUND,139.653,-53.622,-166.135,-0.787,0.083,0.517,100.204,307.400
13615,GROUND,139.677,-53.640,-166.051,-0.767,0.067,0.543,100.209,306.022
13619,GROUND,139.681,-53.661,-165.957,-0.758,0.056,0.565,100.220,302.998
13622,GROUND,139.671,-53.679,-165.854,-0.768,0.060,0.582,100.209,306.022
13624,GROUND,139.671,-53.679,-165.854,-0.768,0.060,0.582,100.209,306.022
13627,GROUND,139.671,-53.679,-165.854,-0.768,0.060,0.582,100.209,306.022
13629,GROUND,139.671,-53.679,-165.854,-0.768,0.060,0.582,100.209,306.022
13635,GROUND,139.650,-53.690,-165.747,-0.766,0.066,0.594,100.209,306.022
13638,GROUND,139.631,-53.692,-165.640,-0.769,0.067,0.594,100.209,306.022
13642,GROUND,139.617,-53.684,-165.540,-0.777,0.064,0.581,100.213,304.922
13645,GROUND,139.609,-53.669,-165.448,-0.789,0.061,0.572,100.209,306.022
13648,GROUND,139.603,-53.650,-165.366,-0.807,0.055,0.560,100.209,306.022
13650,GROUND,139.603,-53.650,-165.366,-0.807,0.055,0.560,100.209,306.022
13653,GROUND,139.603,-53.650,-165.366,-0.807,0.055,0.560,100.209,306.022
13656,GROUND,139.603,-53.650,-165.366,-0.807,0.055,0.560,100.209,306.022
13658,GROUND,139.603,-53.650,-165.366,-0.807,0.055,0.560,100.209,306.022
13662,GROUND,139.597,-53.631,-165.292,-0.828,0.057,0.555,100.209,306.022
13665,GROUND,139.587,-53.612,-165.222,-0.836,0.065,0.550,100.209,306.022
13668,GROUND,139.575,-53.592,-165.153,-0.844,0.075,0.542,100.209,306.022
13671,GROUND,139.560,-53.570,-165.082,-0.847,0.085,0.538,100.204,307.400
13674,GROUND,139.542,-53.549,-165.009,-0.823,0.093,0.536,100.193,310.432
13677,GROUND,139.542,-53.549,-165.009,-0.823,0.093,0.536,100.193,310.432
13679,GROUND,139.542,-53.549,-165.009,-0.823,0.093,0.536,100.193,310.432
13682,GROUND,139.542,-53.549,-165.009,-0.823,0.093,0.536,100.193,310.432
13685,GROUND,139.542,-53.549,-165.009,-0.823,0.093,0.536,100.193,310.432
13688,GROUND,139.523,-53.531,-164.937,-0.826,0.094,0.534,100.204,307.400
13691,GROUND,139.501,-53.514,-164.864,-0.833,0.099,0.538,100.220,302.998
13694,GROUND,139.471,-53.498,-164.790,-0.836,0.104,0.548,100.209,306.022
13697,GROUND,139.439,-53.481,-164.717,-0.841,0.112,0.551,100.209,306.022
13700,GROUND,139.408,-53.464,-164.646,-0.844,0.132,0.552,100.198,309.055
13703,GROUND,139.408,-53.464,-164.646,-0.844,0.132,0.552,100.198,309.055
13706,GROUND,139.408,-53.464,-164.646,-0.844,0.132,0.552,100.198,309.055
13708,GROUND,139.408,-53.464,-164.646,-0.844,0.132,0.552,100.198,309.055
13714,GROUND,139.381,-53.446,-164.574,-0.842,0.157,0.550,100.204,307.400
13717,GROUND,139.363,-53.428,-164.501,-0.825,0.169,0.544,100.213,304.922
13720,GROUND,139.349,-53.408,-164.432,-0.833,0.174,0.543,100.198,309.055
13723,GROUND,139.336,-53.389,-164.362,-0.841,0.175,0.547,100.209,306.022
13726,GROUND,139.326,-53.371,-164.297,-0.836,0.168,0.546,100.198,309.055
13729,GROUND,139.326,-53.371,-164.297,-0.836,0.168,0.546,100.198,309.055
13732,GROUND,139.326,-53.371,-164.297,-0.836,0.168,0.546,100.198,309.055
13735,GROUND,139.326,-53.371,-164.297,-0.836,0.168,0.546,100.198,309.055
13740,GROUND,139.314,-53.353,-164.240,-0.837,0.162,0.547,100.198,309.055
13743,GROUND,139.307,-53.334,-164.187,-0.832,0.169,0.548,100.198,309.055
13746,GROUND,139.307,-53.315,-164.139,-0.826,0.166,0.549,100.193,310.432
13750,GROUND,139.310,-53.295,-164.097,-0.822,0.161,0.551,100.198,309.055
13753,GROUND,139.318,-53.275,-164.067,-0.816,0.149,0.548,100.204,307.400
13757,GROUND,139.318,-53.275,-164.067,-0.816,0.149,0.548,100.204,307.400
13759,GROUND,139.318,-53.275,-164.067,-0.816,0.149,0.548,100.204,307.400
13762,GROUND,139.318,-53.275,-164.067,-0.816,0.149,0.548,100.204,307.400
13766,GROUND,139.368,-53.210,-164.017,-0.828,0.167,0.570,100.193,310.432
13770,GROUND,139.378,-53.188,-163.997,-0.737,0.170,0.553,100.216,304.099
13772,GROUND,139.378,-53.188,-163.997,-0.737,0.170,0.553,100.216,304.099
13775,GROUND,139.378,-53.188,-163.997,-0.737,0.170,0.553,100.216,304.099
13778,GROUND,139.378,-53.188,-163.997,-0.737,0.170,0.553,100.216,304.099
13783,GROUND,139.398,-53.159,-163.971,-0.760,0.189,0.537,100.213,304.922
13786,GROUND,139.420,-53.128,-163.949,-0.785,0.152,0.541,100.209,306.022
13789,GROUND,139.439,-53.096,-163.930,-0.799,0.139,0.544,100.209,306.022
13793,GROUND,139.450,-53.063,-163.908,-0.807,0.129,0.542,100.209,306.022
13796,GROUND,139.461,-53.031,-163.890,-0.805,0.124,0.546,100.209,306.022
13798,GROUND,139.461,-53.031,-163.890,-0.805,0.124,0.546,100.209,306.022
13801,GROUND,139.461,-53.031,-163.890,-0.805,0.124,0.546,100.209,306.022
13804,GROUND,139.461,-53.031,-163.890,-0.805,0.124,0.546,100.209,306.022
13809,GROUND,139.477,-53.001,-163.880,-0.815,0.120,0.542,100.209,306.022
13813,GROUND,139.496,-52.977,-163.876,-0.828,0.123,0.538,100.198,309.055
13816,GROUND,139.522,-52.959,-163.876,-0.842,0.128,0.536,100.202,307.954
13819,GROUND,139.556,-52.948,-163.882,-0.850,0.132,0.536,100.209,306.022
13822,GROUND,139.592,-52.944,-163.888,-0.842,0.142,0.544,100.209,306.022
13825,GROUND,139.592,-52.944,-163.888,-0.842,0.142,0.544,100.209,306.022
13828,GROUND,139.592,-52.944,-163.888,-0.842,0.142,0.544,100.209,306.022
13831,GROUND,139.592,-52.944,-163.888,-0.842,0.142,0.544,100.209,306.022
13836,GROUND,139.627,-52.946,-163.891,-0.847,0.146,0.545,100.209,306.022
13839,GROUND,139.655,-52.952,-163.888,-0.843,0.150,0.551,100.198,309.055
13842,GROUND,139.676,-52.961,-163.875,-0.831,0.152,0.556,100.209,306.022
13846,GROUND,139.689,-52.971,-163.853,-0.821,0.152,0.557,100.209,306.022
13849,GROUND,139.689,-52.983,-163.820,-0.819,0.149,0.555,100.202,307.954
13852,GROUND,139.689,-52.983,-163.820,-0.819,0.149,0.555,100.202,307.954
13855,GROUND,139.689,-52.983,-163.820,-0.819,0.149,0.555,100.202,307.954
13858,GROUND,139.689,-52.983,-163.820,-0.819,0.149,0.555,100.202,307.954
13862,GROUND,139.675,-52.997,-163.776,-0.818,0.145,0.559,100.198,309.055
13865,GROUND,139.644,-53.014,-163.716,-0.826,0.143,0.560,100.202,307.954
13868,GROUND,139.597,-53.034,-163.641,-0.826,0.136,0.559,100.213,304.922
13871,GROUND,139.536,-53.054,-163.554,-0.827,0.126,0.564,100.198,309.055
13874,GROUND,139.467,-53.076,-163.461,-0.826,0.120,0.569,100.209,306.022
13877,GROUND,139.467,-53.076,-163.461,-0.826,0.120,0.569,100.209,306.022
13880,GROUND,139.467,-53.076,-163.461,-0.826,0.120,0.569,100.209,306.022
13883,GROUND,139.467,-53.076,-163.461,-0.826,0.120,0.569,100.209,306.022
13888,GROUND,139.390,-53.095,-163.362,-0.832,0.116,0.573,100.213,304.922
13891,GROUND,139.312,-53.113,-163.257,-0.834,0.121,0.573,100.209,306.022
13894,GROUND,139.235,-53.128,-163.147,-0.836,0.121,0.563,100.198,309.055
13897,GROUND,139.159,-53.144,-163.033,-0.841,0.124,0.555,100.198,309.055
13901,GROUND,139.083,-53.162,-162.912,-0.845,0.134,0.555,100.213,304.922
13904,GROUND,139.083,-53.162,-162.912,-0.845,0.134,0.555,100.213,304.922
13906,GROUND,139.083,-53.162,-162.912,-0.845,0.134,0.555,100.213,304.922
13909,GROUND,139.083,-53.162,-162.912,-0.845,0.134,0.555,100.213,304.922
13914,GROUND,139.006,-53.181,-162.783,-0.842,0.145,0.548,100.209,306.022
13917,GROUND,138.926,-53.200,-162.645,-0.843,0.153,0.541,100.213,304.922
13921,GROUND,138.844,-53.220,-162.503,-0.845,0.158,0.544,100.213,304.922
13924,GROUND,138.760,-53.238,-162.354,-0.837,0.169,0.538,100.202,307.954
13927,GROUND,138.672,-53.255,-162.200,-0.845,0.171,0.530,100.198,309.055
13936,GROUND,138.672,-53.255,-162.200,-0.845,0.171,0.530,100.198,309.055
13940,GROUND,138.580,-53.273,-162.044,-0.834,0.176,0.534,100.198,309.055
13944,GROUND,138.481,-53.293,-161.883,-0.845,0.177,0.525,100.213,304.922
13947,GROUND,138.377,-53.312,-161.720,-0.837,0.174,0.527,100.213,304.922
13950,GROUND,138.274,-53.330,-161.565,-0.837,0.176,0.531,100.202,307.954
13953,GROUND,138.175,-53.344,-161.417,-0.837,0.172,0.537,100.191,310.987
13956,GROUND,138.175,-53.344,-161.417,-0.837,0.172,0.537,100.191,310.987
13958,GROUND,138.175,-53.344,-161.417,-0.837,0.172,0.537,100.191,310.987
13961,GROUND,138.175,-53.344,-161.417,-0.837,0.172,0.537,100.191,310.987
13963,GROUND,138.175,-53.344,-161.417,-0.837,0.172,0.537,100.191,310.987
13967,GROUND,138.084,-53.354,-161.284,-0.838,0.170,0.537,100.213,304.922
13970,GROUND,138.005,-53.362,-161.167,-0.837,0.168,0.530,100.198,309.055
13973,GROUND,137.939,-53.375,-161.066,-0.830,0.178,0.519,100.209,306.022
13976,GROUND,137.877,-53.393,-160.973,-0.844,0.189,0.509,100.202,307.954
13979,GROUND,137.822,-53.418,-160.887,-0.836,0.194,0.510,100.209,306.022
13982,GROUND,137.822,-53.418,-160.887,-0.836,0.194,0.510,100.209,306.022
13984,GROUND,137.822,-53.418,-160.887,-0.836,0.194,0.510,100.209,306.022
13987,GROUND,137.822,-53.418,-160.887,-0.836,0.194,0.510,100.209,306.022
13990,GROUND,137.822,-53.418,-160.887,-0.836,0.194,0.510,100.209,306.022
13993,GROUND,137.779,-53.450,-160.815,-0.828,0.202,0.512,100.213,304.922
13996,GROUND,137.746,-53.488,-160.751,-0.828,0.210,0.518,100.209,306.022
13999,GROUND,137.720,-53.530,-160.700,-0.809,0.197,0.528,100.202,307.954
14002,GROUND,137.702,-53.575,-160.672,-0.810,0.188,0.541,100.209,306.022
14005,GROUND,137.687,-53.618,-160.646,-0.802,0.197,0.552,100.209,306.022
14008,GROUND,137.687,-53.618,-160.646,-0.802,0.197,0.552,100.209,306.022
14011,GROUND,137.687,-53.618,-160.646,-0.802,0.197,0.552,100.209,306.022
14013,GROUND,137.687,-53.618,-160.646,-0.802,0.197,0.552,100.209,306.022
14016,GROUND,137.687,-53.618,-160.646,-0.802,0.197,0.552,100.209,306.022
14019,GROUND,137.678,-53.657,-160.626,-0.791,0.200,0.555,100.213,304.922
14022,GROUND,137.668,-53.692,-160.607,-0.778,0.189,0.544,100.202,307.954
14026,GROUND,137.597,-53.828,-160.549,-0.783,0.141,0.556,100.209,306.022
14029,GROUND,137.560,-53.864,-160.535,-0.783,0.144,0.555,100.209,306.022
14032,GROUND,137.522,-53.897,-160.516,-0.789,0.145,0.558,100.209,306.022
14035,GROUND,137.489,-53.928,-160.503,-0.788,0.150,0.560,100.213,304.922
14038,GROUND,137.461,-53.957,-160.488,-0.793,0.157,0.553,100.202,307.954
14041,GROUND,137.461,-53.957,-160.488,-0.793,0.157,0.553,100.202,307.954
14043,GROUND,137.461,-53.957,-160.488,-0.793,0.157,0.553,100.202,307.954
14046,GROUND,137.461,-53.957,-160.488,-0.793,0.157,0.553,100.202,307.954
14052,GROUND,137.434,-53.985,-160.468,-0.811,0.169,0.543,100.202,307.954
14055,GROUND,137.401,-54.014,-160.441,-0.830,0.174,0.535,100.213,304.922
14058,GROUND,137.360,-54.049,-160.406,-0.850,0.176,0.526,100.213,304.922
14061,GROUND,137.318,-54.087,-160.363,-0.857,0.182,0.525,100.198,309.055
14064,GROUND,137.275,-54.130,-160.316,-0.856,0.188,0.522,100.202,307.954
14067,GROUND,137.275,-54.130,-160.316,-0.856,0.188,0.522,100.202,307.954
14069,GROUND,137.275,-54.130,-160.316,-0.856,0.188,0.522,100.202,307.954
14072,GROUND,137.275,-54.130,-160.316,-0.856,0.188,0.522,100.202,307.954
14078,GROUND,137.229,-54.175,-160.262,-0.853,0.195,0.519,100.198,309.055
14081,GROUND,137.188,-54.223,-160.208,-0.849,0.202,0.515,100.213,304.922
14084,GROUND,137.153,-54.275,-160.156,-0.849,0.206,0.515,100.213,304.922
14087,GROUND,137.121,-54.331,-160.105,-0.845,0.215,0.507,100.202,307.954
14091,GROUND,137.091,-54.395,-160.066,-0.864,0.196,0.521,100.202,307.954
14093,GROUND,137.091,-54.395,-160.066,-0.864,0.196,0.521,100.202,307.954
14096,GROUND,137.091,-54.395,-160.066,-0.864,0.196,0.521,100.202,307.954
14099,GROUND,137.091,-54.395,-160.066,-0.864,0.196,0.521,100.202,307.954
14104,GROUND,137.061,-54.464,-160.035,-0.836,0.205,0.531,100.202,307.954
14107,GROUND,137.029,-54.533,-160.004,-0.832,0.209,0.527,100.213,304.922
14110,GROUND,136.993,-54.605,-159.976,-0.842,0.190,0.531,100.224,301.889
14114,GROUND,136.959,-54.685,-159.965,-0.841,0.172,0.537,100.202,307.954
14117,GROUND,136.917,-54.770,-159.958,-0.837,0.161,0.541,100.202,307.954
14120,GROUND,136.917,-54.770,-159.958,-0.837,0.161,0.541,100.202,307.954
14122,GROUND,136.917,-54.770,-159.958,-0.837,0.161,0.541,100.202,307.954
14125,GROUND,136.917,-54.770,-159.958,-0.837,0.161,0.541,100.202,307.954
14130,GROUND,136.862,-54.861,-159.951,-0.854,0.142,0.546,100.213,304.922
14133,GROUND,136.793,-54.960,-159.943,-0.859,0.129,0.556,100.202,307.954
14136,GROUND,136.704,-55.064,-159.926,-0.862,0.124,0.560,100.202,307.954
14140,GROUND,136.593,-55.172,-159.890,-0.871,0.116,0.569,100.217,303.821
14143,GROUND,136.466,-55.287,-159.843,-0.872,0.115,0.578,100.198,309.055
14145,GROUND,136.466,-55.287,-159.843,-0.872,0.115,0.578,100.198,309.055
14148,GROUND,136.466,-55.287,-159.843,-0.872,0.115,0.578,100.198,309.055
14151,GROUND,136.466,-55.287,-159.843,-0.872,0.115,0.578,100.198,309.055
14156,GROUND,136.312,-55.404,-159.765,-0.852,0.133,0.594,100.213,304.922
14160,GROUND,136.142,-55.516,-159.658,-0.831,0.160,0.601,100.202,307.954
14163,GROUND,135.958,-55.619,-159.524,-0.817,0.173,0.587,100.213,304.922
14166,GROUND,135.770,-55.714,-159.376,-0.822,0.170,0.567,100.213,304.922
14169,GROUND,135.575,-55.807,-159.220,-0.825,0.167,0.548,100.202,307.954
14172,GROUND,135.575,-55.807,-159.220,-0.825,0.167,0.548,100.202,307.954
14174,GROUND,135.575,-55.807,-159.220,-0.825,0.167,0.548,100.202,307.954
14177,GROUND,135.575,-55.807,-159.220,-0.825,0.167,0.548,100.202,307.954
14183,GROUND,135.368,-55.901,-159.053,-0.828,0.162,0.538,100.213,304.922
14186,GROUND,135.150,-55.995,-158.880,-0.829,0.151,0.527,100.213,304.922
14189,GROUND,134.918,-56.091,-158.710,-0.839,0.134,0.508,100.202,307.954
14192,GROUND,134.671,-56.196,-158.546,-0.848,0.124,0.501,100.198,309.055
14195,GROUND,134.414,-56.310,-158.385,-0.829,0.134,0.500,100.217,303.821
14198,GROUND,134.414,-56.310,-158.385,-0.829,0.134,0.500,100.217,303.821
14201,GROUND,134.414,-56.310,-158.385,-0.829,0.134,0.500,100.217,303.821
14205,GROUND,134.414,-56.310,-158.385,-0.829,0.134,0.500,100.217,303.821
14209,GROUND,134.152,-56.428,-158.225,-0.815,0.141,0.505,100.202,307.954
14212,GROUND,133.889,-56.547,-158.071,-0.819,0.146,0.502,100.213,304.922
14215,GROUND,133.620,-56.666,-157.913,-0.819,0.164,0.501,100.213,304.922
14218,GROUND,133.347,-56.782,-157.750,-0.815,0.177,0.497,100.213,304.922
14221,GROUND,133.076,-56.895,-157.587,-0.823,0.174,0.481,100.213,304.922
14224,GROUND,133.076,-56.895,-157.587,-0.823,0.174,0.481,100.213,304.922
14227,GROUND,133.076,-56.895,-157.587,-0.823,0.174,0.481,100.213,304.922
14230,GROUND,133.076,-56.895,-157.587,-0.823,0.174,0.481,100.213,304.922
14235,GROUND,132.804,-57.005,-157.423,-0.847,0.178,0.479,100.202,307.954
14238,GROUND,132.529,-57.106,-157.249,-0.878,0.195,0.479,100.213,304.922
14241,GROUND,132.260,-57.179,-157.064,-0.799,0.215,0.469,100.213,304.922
14244,GROUND,131.998,-57.244,-156.883,-0.783,0.220,0.461,100.213,304.922
14248,GROUND,131.736,-57.307,-156.698,-0.767,0.206,0.441,100.213,304.922
14250,GROUND,131.736,-57.307,-156.698,-0.767,0.206,0.441,100.213,304.922
14253,GROUND,131.736,-57.307,-156.698,-0.767,0.206,0.441,100.213,304.922
14256,GROUND,131.736,-57.307,-156.698,-0.767,0.206,0.441,100.213,304.922
14261,GROUND,131.470,-57.372,-156.512,-0.782,0.213,0.439,100.202,307.954
14264,GROUND,131.195,-57.431,-156.317,-0.786,0.229,0.439,100.213,304.922
14267,GROUND,130.927,-57.483,-156.126,-0.795,0.233,0.446,100.213,304.922
14271,GROUND,130.676,-57.530,-155.944,-0.810,0.254,0.432,100.202,307.954
14274,GROUND,130.445,-57.565,-155.767,-0.820,0.263,0.418,100.187,312.087
14277,GROUND,130.445,-57.565,-155.767,-0.820,0.263,0.418,100.187,312.087
14279,GROUND,130.445,-57.565,-155.767,-0.820,0.263,0.418,100.187,312.087
14282,GROUND,130.445,-57.565,-155.767,-0.820,0.263,0.418,100.187,312.087
14287,GROUND,129.742,-57.688,-155.233,-0.841,0.242,0.411,100.202,307.954
14291,GROUND,129.622,-57.725,-155.164,-0.837,0.227,0.423,100.202,307.954
14293,GROUND,129.622,-57.725,-155.164,-0.837,0.227,0.423,100.202,307.954
14298,GROUND,129.622,-57.725,-155.164,-0.837,0.227,0.423,100.202,307.954
14301,GROUND,129.622,-57.725,-155.164,-0.837,0.227,0.423,100.202,307.954
14304,GROUND,129.514,-57.760,-155.122,-0.832,0.219,0.436,100.202,307.954
14307,GROUND,129.413,-57.787,-155.102,-0.825,0.205,0.448,100.213,304.922
14311,GROUND,129.317,-57.804,-155.098,-0.775,0.202,0.452,100.213,304.922
14314,GROUND,129.212,-57.815,-155.095,-0.766,0.202,0.448,100.206,306.854
14317,GROUND,129.089,-57.831,-155.081,-0.841,0.199,0.438,100.202,307.954
14320,GROUND,129.089,-57.831,-155.081,-0.841,0.199,0.438,100.202,307.954
14323,GROUND,129.089,-57.831,-155.081,-0.841,0.199,0.438,100.202,307.954
14333,GROUND,129.089,-57.831,-155.081,-0.841,0.199,0.438,100.202,307.954
14337,GROUND,128.734,-57.870,-154.983,-0.918,0.216,0.440,100.206,306.854
14340,GROUND,128.648,-57.883,-154.946,-0.870,0.219,0.457,100.202,307.954
14343,GROUND,128.575,-57.890,-154.904,-0.859,0.219,0.470,100.202,307.954
14346,GROUND,128.575,-57.890,-154.904,-0.859,0.219,0.470,100.202,307.954
14348,GROUND,128.575,-57.890,-154.904,-0.859,0.219,0.470,100.202,307.954
14351,GROUND,128.575,-57.890,-154.904,-0.859,0.219,0.470,100.202,307.954
14353,GROUND,128.575,-57.890,-154.904,-0.859,0.219,0.470,100.202,307.954
14357,GROUND,128.518,-57.888,-154.862,-0.844,0.220,0.467,100.213,304.922
14360,GROUND,128.478,-57.875,-154.825,-0.841,0.221,0.463,100.202,307.954
14363,GROUND,128.450,-57.851,-154.798,-0.843,0.223,0.455,100.213,304.922
14366,GROUND,128.429,-57.820,-154.777,-0.850,0.221,0.440,100.206,306.854
14369,GROUND,128.416,-57.782,-154.767,-0.848,0.219,0.440,100.206,306.854
14372,GROUND,128.416,-57.782,-154.767,-0.848,0.219,0.440,100.206,306.854
14374,GROUND,128.416,-57.782,-154.767,-0.848,0.219,0.440,100.206,306.854
14377,GROUND,128.416,-57.782,-154.767,-0.848,0.219,0.440,100.206,306.854
14379,GROUND,128.416,-57.782,-154.767,-0.848,0.219,0.440,100.206,306.854
